Date,ticker,close_price
2005-01-03,GLD,43.02000045776367
2005-01-04,GLD,42.7400016784668
2005-01-05,GLD,42.66999816894531
2005-01-06,GLD,42.150001525878906
2005-01-07,GLD,41.84000015258789
2005-01-10,GLD,41.95000076293945
2005-01-11,GLD,42.209999084472656
2005-01-12,GLD,42.599998474121094
2005-01-13,GLD,42.599998474121094
2005-01-14,GLD,42.31999969482422
2005-01-18,GLD,42.31999969482422
2005-01-19,GLD,42.2599983215332
2005-01-20,GLD,42.25
2005-01-21,GLD,42.7400016784668
2005-01-24,GLD,42.77000045776367
2005-01-25,GLD,42.2400016784668
2005-01-26,GLD,42.689998626708984
2005-01-27,GLD,42.619998931884766
2005-01-28,GLD,42.689998626708984
2005-01-31,GLD,42.220001220703125
2005-02-01,GLD,42.099998474121094
2005-02-02,GLD,42.15999984741211
2005-02-03,GLD,41.68000030517578
2005-02-04,GLD,41.470001220703125
2005-02-07,GLD,41.27000045776367
2005-02-08,GLD,41.2599983215332
2005-02-09,GLD,41.310001373291016
2005-02-10,GLD,41.75
2005-02-11,GLD,42.08000183105469
2005-02-14,GLD,42.54999923706055
2005-02-15,GLD,42.58000183105469
2005-02-16,GLD,42.52000045776367
2005-02-17,GLD,42.72999954223633
2005-02-18,GLD,42.75
2005-02-22,GLD,43.56999969482422
2005-02-23,GLD,43.41999816894531
2005-02-24,GLD,43.33000183105469
2005-02-25,GLD,43.5
2005-02-28,GLD,43.529998779296875
2005-03-01,GLD,43.220001220703125
2005-03-02,GLD,43.25
2005-03-03,GLD,42.970001220703125
2005-03-04,GLD,43.380001068115234
2005-03-07,GLD,43.470001220703125
2005-03-08,GLD,44.029998779296875
2005-03-09,GLD,44.02000045776367
2005-03-10,GLD,44.20000076293945
2005-03-11,GLD,44.43000030517578
2005-03-14,GLD,44.029998779296875
2005-03-15,GLD,44.060001373291016
2005-03-16,GLD,44.310001373291016
2005-03-17,GLD,43.81999969482422
2005-03-18,GLD,43.88999938964844
2005-03-21,GLD,43.09000015258789
2005-03-22,GLD,42.650001525878906
2005-03-23,GLD,42.41999816894531
2005-03-24,GLD,42.38999938964844
2005-03-28,GLD,42.540000915527344
2005-03-29,GLD,42.560001373291016
2005-03-30,GLD,42.61000061035156
2005-03-31,GLD,42.81999969482422
2005-04-01,GLD,42.619998931884766
2005-04-04,GLD,42.400001525878906
2005-04-05,GLD,42.45000076293945
2005-04-06,GLD,42.630001068115234
2005-04-07,GLD,42.56999969482422
2005-04-08,GLD,42.689998626708984
2005-04-11,GLD,42.779998779296875
2005-04-12,GLD,42.84000015258789
2005-04-13,GLD,42.900001525878906
2005-04-14,GLD,42.310001373291016
2005-04-15,GLD,42.400001525878906
2005-04-18,GLD,42.689998626708984
2005-04-19,GLD,43.279998779296875
2005-04-20,GLD,43.400001525878906
2005-04-21,GLD,43.189998626708984
2005-04-22,GLD,43.38999938964844
2005-04-25,GLD,43.439998626708984
2005-04-26,GLD,43.63999938964844
2005-04-27,GLD,43.20000076293945
2005-04-28,GLD,43.0
2005-04-29,GLD,43.349998474121094
2005-05-02,GLD,42.880001068115234
2005-05-03,GLD,42.7599983215332
2005-05-04,GLD,42.900001525878906
2005-05-05,GLD,42.90999984741211
2005-05-06,GLD,42.52000045776367
2005-05-09,GLD,42.54999923706055
2005-05-10,GLD,42.63999938964844
2005-05-11,GLD,42.689998626708984
2005-05-12,GLD,42.15999984741211
2005-05-13,GLD,41.95000076293945
2005-05-16,GLD,41.880001068115234
2005-05-17,GLD,41.86000061035156
2005-05-18,GLD,42.04999923706055
2005-05-19,GLD,41.97999954223633
2005-05-20,GLD,41.650001525878906
2005-05-23,GLD,41.619998931884766
2005-05-24,GLD,41.72999954223633
2005-05-25,GLD,41.869998931884766
2005-05-26,GLD,41.689998626708984
2005-05-27,GLD,41.880001068115234
2005-05-31,GLD,41.650001525878906
2005-06-01,GLD,41.529998779296875
2005-06-02,GLD,42.099998474121094
2005-06-03,GLD,42.16999816894531
2005-06-06,GLD,42.47999954223633
2005-06-07,GLD,42.380001068115234
2005-06-08,GLD,42.34000015258789
2005-06-09,GLD,42.27000045776367
2005-06-10,GLD,42.619998931884766
2005-06-13,GLD,42.779998779296875
2005-06-14,GLD,42.599998474121094
2005-06-15,GLD,42.7400016784668
2005-06-16,GLD,43.459999084472656
2005-06-17,GLD,43.630001068115234
2005-06-20,GLD,43.65999984741211
2005-06-21,GLD,43.810001373291016
2005-06-22,GLD,43.720001220703125
2005-06-23,GLD,44.02000045776367
2005-06-24,GLD,43.900001525878906
2005-06-27,GLD,43.90999984741211
2005-06-28,GLD,43.45000076293945
2005-06-29,GLD,43.630001068115234
2005-06-30,GLD,43.439998626708984
2005-07-01,GLD,42.70000076293945
2005-07-05,GLD,42.279998779296875
2005-07-06,GLD,42.25
2005-07-07,GLD,42.36000061035156
2005-07-08,GLD,42.2599983215332
2005-07-11,GLD,42.540000915527344
2005-07-12,GLD,42.63999938964844
2005-07-13,GLD,42.349998474121094
2005-07-14,GLD,41.900001525878906
2005-07-15,GLD,42.04999923706055
2005-07-18,GLD,42.0099983215332
2005-07-19,GLD,41.88999938964844
2005-07-20,GLD,42.20000076293945
2005-07-21,GLD,42.459999084472656
2005-07-22,GLD,42.45000076293945
2005-07-25,GLD,42.5099983215332
2005-07-26,GLD,42.25
2005-07-27,GLD,42.439998626708984
2005-07-28,GLD,42.75
2005-07-29,GLD,42.81999969482422
2005-08-01,GLD,43.130001068115234
2005-08-02,GLD,43.13999938964844
2005-08-03,GLD,43.529998779296875
2005-08-04,GLD,43.68000030517578
2005-08-05,GLD,43.599998474121094
2005-08-08,GLD,43.349998474121094
2005-08-09,GLD,43.34000015258789
2005-08-10,GLD,43.650001525878906
2005-08-11,GLD,44.45000076293945
2005-08-12,GLD,44.4900016784668
2005-08-15,GLD,44.130001068115234
2005-08-16,GLD,44.54999923706055
2005-08-17,GLD,43.90999984741211
2005-08-18,GLD,43.83000183105469
2005-08-19,GLD,43.599998474121094
2005-08-22,GLD,43.70000076293945
2005-08-23,GLD,43.7599983215332
2005-08-24,GLD,43.59000015258789
2005-08-25,GLD,43.72999954223633
2005-08-26,GLD,43.61000061035156
2005-08-29,GLD,43.56999969482422
2005-08-30,GLD,43.0099983215332
2005-08-31,GLD,43.400001525878906
2005-09-01,GLD,44.220001220703125
2005-09-02,GLD,44.25
2005-09-06,GLD,44.27000045776367
2005-09-07,GLD,44.33000183105469
2005-09-08,GLD,44.599998474121094
2005-09-09,GLD,44.84000015258789
2005-09-12,GLD,44.88999938964844
2005-09-13,GLD,44.560001373291016
2005-09-14,GLD,44.959999084472656
2005-09-15,GLD,45.41999816894531
2005-09-16,GLD,45.81999969482422
2005-09-19,GLD,46.25
2005-09-20,GLD,46.22999954223633
2005-09-21,GLD,47.060001373291016
2005-09-22,GLD,46.36000061035156
2005-09-23,GLD,46.279998779296875
2005-09-26,GLD,46.56999969482422
2005-09-27,GLD,46.25
2005-09-28,GLD,46.79999923706055
2005-09-29,GLD,47.099998474121094
2005-09-30,GLD,46.70000076293945
2005-10-03,GLD,46.41999816894531
2005-10-04,GLD,46.45000076293945
2005-10-05,GLD,46.36000061035156
2005-10-06,GLD,47.209999084472656
2005-10-07,GLD,47.36000061035156
2005-10-10,GLD,47.369998931884766
2005-10-11,GLD,47.38999938964844
2005-10-12,GLD,46.849998474121094
2005-10-13,GLD,47.02000045776367
2005-10-14,GLD,46.79999923706055
2005-10-17,GLD,47.2599983215332
2005-10-18,GLD,47.0
2005-10-19,GLD,46.34000015258789
2005-10-20,GLD,45.97999954223633
2005-10-21,GLD,46.52000045776367
2005-10-24,GLD,46.38999938964844
2005-10-25,GLD,47.060001373291016
2005-10-26,GLD,46.93000030517578
2005-10-27,GLD,47.18000030517578
2005-10-28,GLD,47.220001220703125
2005-10-31,GLD,46.400001525878906
2005-11-01,GLD,45.72999954223633
2005-11-02,GLD,46.130001068115234
2005-11-03,GLD,45.959999084472656
2005-11-04,GLD,45.5099983215332
2005-11-07,GLD,45.77000045776367
2005-11-08,GLD,45.90999984741211
2005-11-09,GLD,46.560001373291016
2005-11-10,GLD,46.47999954223633
2005-11-11,GLD,46.79999923706055
2005-11-14,GLD,46.619998931884766
2005-11-15,GLD,46.65999984741211
2005-11-16,GLD,47.779998779296875
2005-11-17,GLD,48.47999954223633
2005-11-18,GLD,48.459999084472656
2005-11-21,GLD,48.9900016784668
2005-11-22,GLD,49.31999969482422
